fr	zh
Un reportage de CNN a indiqué que la combinaison entre l’importante population âgée en Italie et l’incapacité à tester toutes les personnes atteintes du virus à ce jour pourrait avoir contribué au fort taux de mortalité.	美国有线电视新闻网曾报告称意大利庞大的老年人口和迄今无法检测所有病毒感染者的双重因素可能是引发高死亡率的部分原因。
La réponse du Royaume-Uni au virus est d’abord apparue comme l’une des plus souples parmi les pays touchés, et jusqu’au 18 mars 2020, le gouvernement britannique n’a imposé aucune forme de distanciation sociale ou mesure de quarantaine de masse à ses citoyens.	英国对该病毒的最初反应被认为是受影响国家中最松弛的一个。直至 2020 年 3 月 18 日，英国政府才开始对其公民实施各种形式的保持社会距离或大规模隔离措施。
Par conséquent, le gouvernement a été critiqué pour son manque manifeste de réactivité et de vivacité en réponse aux préoccupations du public. Le 16 mars, le Premier ministre Boris Johnson a fait une annonce, déconseillant tous les voyages et contacts sociaux non essentiels, suggérant que les gens travaillent de chez eux si possible et évitent les lieux tels que les pubs, les restaurants et les salles de spectacle.	英国政府因此受到批评，被指责在应对公众担忧方面缺乏速度和力度。3 月 16 日，英国首相鲍里斯·约翰逊发表声明，建议取消任何非必要的出行和社交接触，建议人们尽可能居家办公，避免去酒吧、餐馆和剧院等场所。
Le 20 mars, le gouvernement a annoncé que tous les établissements de loisirs tels que les pubs et les salles de sport devaient fermer le plus tôt possible, et a promis de payer jusqu’à 80 % des salaires des travailleurs, dans la limite de 2 500 £ par mois, afin d’éviter le chômage lié à la crise. Le 23 mars, le Premier ministre a annoncé des mesures de distanciation sociale plus dures, interdisant les rassemblements de plus de deux personnes et limitant les voyages et les activités de plein air au strict nécessaire.	3 月 20 日，政府宣布应尽快关闭包括酒吧和健身房在内的所有休闲场所，并承诺最高可承担 80% 的工人工资，每月最高限额 2,500 英镑，以防止造成危机下的失业情况。3 月 23 日，英国首相宣布了更严厉的关于保持社会距离的措施，禁止两人以上的集会，而且除非绝对必要，不得进行任何出行和户外活动。
Contrairement aux mesures précédentes, ces restrictions étaient soumises à des sanctions policières, notamment à des amendes et à la dispersion des rassemblements.	不同于以往措施，此次宣布的限制规定由警方通过罚款和驱散集会的方式强制执行。
La plupart des entreprises ont été sommées de fermer, à l’exception des entreprises jugées « essentielles », notamment les supermarchés, les pharmacies, les banques, les magasins de bricolage, les stations-service et les garages.	除了超市、药店、银行、五金店、加油站和车库等被认定为“必不可少”的业务外，其他大部分业务均被勒令停工。
Le 20 janvier, le premier cas connu de COVID-19 a été confirmé dans le Nord-Ouest Pacifique, dans l’État de Washington, chez un homme rentré de Wuhan le 15 janvier.	太平洋西北部华盛顿州于 1 月 20 日发现了美国首例 COVID-19 确诊病例，患者于 1 月 15 日从武汉回到当地。
Le groupe de travail sur le coronavirus de la Maison Blanche a été créé le 29 janvier.	1 月 29 日，白宫成立冠状病毒特别工作组。
Le 31 janvier, l’administration Trump a déclaré une urgence de santé publique et a imposé des restrictions sur l’entrée des voyageurs en provenance de Chine.	1 月 31 日，特朗普政府宣布进入公共卫生紧急状态，并对来自中国的旅行者实施入境限制。
Le 28 janvier 2020, le Centre de contrôle des maladies, principal institut de santé publique du gouvernement américain, a annoncé qu’il avait développé son propre kit de dépistage.	2020 年 1 月 28 日，美国疾控中心（美国政府下设的主要公共卫生机构）宣布已自行开发出检测试剂盒。
Malgré cela, les États-Unis ont mis du temps à démarrer les tests, ce qui a occulté la véritable étendue de l’épidémie à ce moment-là.	尽管如此，美国在检测方面的起步仍然较慢，掩盖了当时的疫情真实情况。
Les tests ont été entachés par des kits de dépistage défectueux produits par le gouvernement fédéral en février, l’absence d’approbation du gouvernement fédéral pour les kits de dépistage non gouvernementaux (universités, entreprises et hôpitaux) jusqu’à la fin du mois de février et des critères restrictifs pour pouvoir prétendre à un test jusqu’à début mars (ordonnance d’un médecin obligatoire par la suite).	联邦政府 2 月份生产的试剂盒存在缺陷，直到 2 月底联邦政府才批准使用（来自学术界、公司和医院的）非政府试剂盒，直到 3 月初才确定检测资格限制性标准（此后需要医嘱），所有这些因素均导致美国前期检测受阻。
Le 27 février, The Washington Post a rapporté que moins de 4 000 tests avaient été réalisés aux États-Unis.	2 月 27 日，《华盛顿邮报》报道称美国执行的检测总数不足 4,000 次。
Le 13 mars, The Atlantic a rapporté que moins de 14 000 tests avaient été réalisés.	3 月 13 日，《大西洋报》报道称美国执行的检测总数不足 14,000 次。
Le 22 mars, l’Associated Press a rapporté : « De nombreuses personnes ayant des symptômes et l’ordonnance d’un médecin ont attendu des heures voire des jours pour un test ». Dès que le premier décès aux États-Unis a été signalé dans l’État de Washington le 29 février, le gouverneur Jay Inslee a déclaré l’état d’urgence, une action rapidement suivie par d’autres États.	3 月 22 日，美联社报道：“很多有症状和医嘱的患者等了几个小时或几天才接受检测”。2 月 29 日，华盛顿州报道了美国首例死亡病例后，州长杰伊·英斯利随即宣布进入紧急状态，其他州也很快跟进。
Les écoles de la région de Seattle ont annulé les cours le 3 mars et à la mi-mars, les écoles de tout le pays étaient fermées. Le 6 mars 2020, les États-Unis ont été informés des projections en matière d’impact du nouveau coronavirus sur le pays par un groupe d’épidémiologistes de l’Imperial College London.	3 月 3 日，西雅图地区学校停课。3 月中旬，全国各级学校全面停课。2020 年 3 月 6 日，伦敦帝国学院的一些流行病学家就新型冠状病毒对美国的影响给出了预测建议。
Le même jour, le président Trump a signé le Coronavirus Preparedness and Response Supplemental Appropriations Act, qui prévoit un fonds d’urgence de 8,3 milliards de dollars pour aider les agences fédérales à faire face à l’épidémie.	同一天，特朗普总统签署了《冠状病毒预防和应对补充拨款法案》，为联邦机构应对疫情提供了 83 亿美元的紧急资金。
Les sociétés ont imposé des restrictions de voyage à leurs employés, ont annulé des conférences et ont encouragé leurs employés à travailler de chez eux.	企业对员工实施出行限制，取消会议，并鼓励员工居家办公。
Les événements sportifs et les saisons ont été annulés. Le 11 mars, Trump a annoncé des restrictions de voyage pour la majorité de l’Europe, à l’exception du Royaume-Uni, pendant 30 jours à compter du 13 mars.	体育赛事和赛季被迫取消。3 月 11 日，特朗普宣布将从 3 月 13 日起对除英国外的大部分欧洲国家实施为期 30 天的旅行禁令。
Le lendemain, il a étendu les restrictions pour inclure le Royaume-Uni et l’Irlande.	第二天，特朗普又将限制范围扩大到包括英国和爱尔兰。
Le 13 mars, il a déclaré l’urgence nationale, qui a permis de débloquer des fonds fédéraux pour faire face à la crise.	3 月 13 日，特朗普宣布进入国家紧急状态，开始动用联邦资金应对疫情危机。
Dès le 15 mars, de nombreuses entreprises ont fermé ou réduit leurs horaires dans tous les États-Unis afin d’essayer de limiter la propagation du virus.	从 3 月 15 日起，美国各地很多企业关闭或缩短营业时间，以期缓解病毒传播。
Le 17 mars, l’épidémie a été confirmée dans chacun des 50 États et dans le District de Columbia. Le 23 mars, 10 700 cas de coronavirus ont été signalés à New York, ce qui était plus que le nombre total de cas en Corée du Sud.	截至 3 月 17 日，全美 50 个州和哥伦比亚特区均报告出现确诊病例。3 月 23 日，据报道称纽约市新型冠状病毒确诊病例达 10,700 例，超过了韩国病例总数。
Le 25 mars, le gouverneur a déclaré que la distanciation sociale semblait fonctionner car les évaluations de doublement des cas étaient passées de 2,0 jours à 4,7 jours.	3 月 25 日，纽约州州长称保持社交距离似乎已开始发挥作用，病例翻倍间隔估值从 2.0 天延长至 4.7 天。
