fr	zh
D’après les informations de l’année 2018 de l’Association internationale du transport aérien, Bangkok, Hong Kong, Tokyo et Taipei comptaient le plus grand volume de voyageurs en provenance de Wuhan.	根据国际航空运输协会 2018 年发布的信息，从武汉出发前往曼谷、香港、东京和台北的旅客量最大。
donc pensez-vous que certains de ces symptômes pourraient être liés à la grossesse ?	您认为其中一些症状可能与怀孕有关吗？
Cette analyse est spécifiquement conçue pour détecter uniquement l’ARN du virus SARS-CoV-2.	这项检测是 SARS-CoV-2 病毒 RNA 的特异性检测。
Les transports publics ont été modifiés et les musées de Chine ont été fermés temporairement.	公共交通经过了调整，中国各地的博物馆也临时闭馆。
Cela a poussé beaucoup de joueurs à s’inscrire en ligne, et de nombreux sites de jeux en ligne ont constaté une augmentation significative de leur nombre de nouvelles inscriptions. Le monde du spectacle a également été touché, avec plusieurs groupes de musique ayant suspendu ou annulé leurs tournées de concerts.	这进而导致很多赌博者转向网上赌博，多家网上赌博网站报告称其新注册率显著增加。娱乐业也受到了影响，各种音乐团体均暂停或取消了巡回演唱会。
Près de la moitié (47,7 %) des personnes infectées étaient âgées de plus de 50 ans, très peu avaient moins de 20 ans, et seulement 14 étaient âgées de moins de 10 ans.	几乎一半 (47.7%) 的感染者年龄在 50 岁以上，极少数在 20 岁以下，只有 14 名感染者不满 10 岁。
Le HCoV-229E et le HCoV-OC43 sont tous les deux présents partout dans le monde et semblent se transmettre essentiellement en hiver, dans les pays à climat tempéré.	俄亥俄州州长Mike DeWine宣布，该州已将居家令延长至5月1日。
Au 23 mars, aucun pays n’avait testé plus de 3 % de sa population, et beaucoup de pays ont eu pour politiques officielles de ne pas tester ceux qui ne présentaient que des symptômes bénins, comme l’Italie, les Pays-Bas, l’Espagne et la Suisse.	截至 3 月 23 日，世界各国接受检测的群体占比均未超过总人口的 3%，很多国家还都发布了不检测轻症人群的官方政策，包括意大利、荷兰、西班牙和瑞士等国。
Au 19 mars, des drive-tests étaient disponibles dans plusieurs grandes villes.	截至 3 月 19 日，已在多个大城市提供免下车检测。
Des lois similaires existent en Italie afin que les producteurs de denrées alimentaires stockent des réserves pour de telles urgences.	意大利也有类似法律规定，要求食品生产商针对这类紧急情况储备供应。
Le SARS-CoV-2 infectait davantage les hommes (0,31/100 000) que les femmes (0,27/100 000).	SARS-CoV-2 感染的男性（0.31/10 万）多于女性（0.27/10 万）。
Les célébrations du Nouvel An chinois (le 25 janvier) ont été annulées en de nombreux endroits.	很多地方还取消了中国农历新年（1 月 25 日）的庆祝活动。
Cependant, la maladie à coronavirus 2019 (COVID-19) est récente, nos connaissances et notre savoir progressent graduellement sur la base des résultats des études en cours et de l’expérience de la pratique clinique ; par conséquent, les stratégies de diagnostic et de traitement sont également constamment mises à jour.	然而，2019 冠状病毒疾病 (COVID-19) 是一种新型疾病，基于正在进行的研究成果和临床实践经验，我们对该疾病的认知在逐步提高；因此，诊断和治疗策略也在不断更新。
Certains fonctionnaires et commentateurs américains ont critiqué la dépendance des États-Unis en matière d’importation de matériel indispensable, notamment d’équipement médical essentiel, depuis la Chine.	一些美国官员和评论员批评美国依赖从中国进口基本医疗用品等关键物资。
Une étude publiée le 16 mars a révélé qu’en Chine, jusqu’au 23 janvier, on estimait à 86 % les infections par la COVID-19 non détectées, et que ces infections non enregistrées étaient la source d’infection de 79 % des cas documentés.	3 月 16 日发表的一项研究指出，截至 1 月 23 日，中国估计有 86% 的 COVID-19 感染者未得到检测，而这些未记录的感染者是 79% 已记录病例的感染源。
Des étudiants originaires du Nord-Est de l’Inde, qui partage une frontière avec la Chine, et étudiant dans de grandes villes indiennes auraient subi du harcèlement en lien avec l’épidémie de coronavirus.	据报道，来自印度东北部（与中国接壤）并在印度主要城市就读的学生也因新型冠状病毒爆发而受到骚扰。
Veuillez cependant noter que le COVID-19 est une maladie nouvelle, nos connaissances et notre savoir progressent doucement sur la base des résultats des études en cours et de l’expérience de la pratique clinique ; par conséquent les stratégies de diagnostic et de traitement sont également constamment mises à jour.	但请注意，COVID-19 是一种新型疾病，基于正在进行的研究成果和临床实践经验，我们对该疾病的认知在逐步提高；因此，诊断和治疗策略也在不断更新。
La COVID-19 actuelle constitue donc la troisième épidémie de coronavirus de l’Histoire récente.	因此，此次 COVID-19 疫情是人类历史上记录的第三次 CoV 爆发。
Le 23 janvier, la ville de Wuhan était placée en quarantaine avec interruption de l’ensemble de ses transports publics.	1 月 23 日，武汉市封城并关闭所有公共交通。
En janvier 2020, certains analystes ont estimé que les retombées économiques de l’épidémie sur la croissance mondiale pourraient dépasser celles de l’épidémie de SRAS de 2002-2004.	2020 年 1 月，一些分析师估计，此次爆发对全球经济增长的负面影响可能超过 2002-2004 年的非典疫情。
Russell Zimmerman, directeur exécutif de l’Association australienne des détaillants, a déclaré que les détaillants essayent d’accroître les stocks, mais que les restrictions du conseil local quant aux horaires des livraisons par camion rendent la tâche difficile.	澳大利亚零售商协会执行董事Russell Zimmerman表示，零售商试图增加库存，但地方议会对卡车送货时间的限制让这变得困难。
Parmi les symptômes typiques visibles sur la TDM se trouvent des opacités en verre dépoli bilatérales multi-lobaires avec une distribution périphérique, asymétrique et postérieure.	CT 的典型特征包括双肺多叶磨玻璃影，具有外周非对称和后部分布。
Le lavage trop fréquent des mains est également considéré comme l’un des symptômes du trouble obsessionnel compulsif (TOC).	过度频繁洗手也被视作强迫症 (OCD) 的症状之一。
Le département de la Santé et des Services sociaux des États-Unis a déclaré l’épidémie une « urgence de santé publique » le 31 janvier.	1月31日，美国卫生与公共服务部宣布此次爆发为“公共卫生紧急事件”。
Plusieurs composés qui ont déjà été approuvés pour le traitement d’autres maladies virales sont actuellement à l’étude pour le traitement de la COVID-19.	目前正在研究先前获批用于治疗其他病毒性疾病的若干化合物，确定其是否适用于治疗 COVID-19。
Une diarrhée, des nausées, des vomissements, des lésions hépatiques ainsi que d’autres effets indésirables peuvent survenir à la suite d’un traitement combiné avec l’association lopinavir/ritonavir.	洛匹那韦/利托那韦联合治疗后可能会出现腹泻、恶心、呕吐、肝损害和其他不良反应。
L’échantillonnage sérologique opportuniste chez les enfants de moins de 10 ans pourrait être limité en raison du taux global réduit de prises de sang chez les enfants.	由于儿童的总体血液检测率较低，10 岁以下儿童的血清学采样机会可能会受到限制。
De même, en dehors de l’Australie, il a été observé dimanche soir que le supermarché en ligne britannique Ocado limitait les achats de papier toilette Andres à deux paquets de 12 rouleaux.	同样，在澳大利亚以外，英国网上超市Ocado在星期天晚上将Andres卫生纸的购买数量限制为2包，每包12卷。
Ils ont découvert que le complexe, qui présentait des conformations ouvertes et fermées, était assemblé sous forme de dimère et que le complexe ACE2-B0AT1 pouvait lier deux protéines S, ce qui fournit des indications pour la reconnaissance et l’infection du coronavirus.	他们发现，该复合物具有开放和封闭的构象，被组装成二聚体，ACE2-B0AT1 复合物可以结合两个 S 蛋白，从而提供 CoV 识别和感染的证据。
Il est plausible que l’amélioration du codage de données des contacts avec les cabinets du RSC du RCGP réduira la possibilité que des personnes potentiellement atteintes du COVID-19 ne subissent d’intervention chirurgicale par ignorance.	对从与 RCGP RSC 诊所的联系人获得的信息进行增强编码似乎有望减少可能为疑似 COVID-19 病例的患者被误带入诊室的可能性。
Au 7 mars 2020, le système de surveillance a détecté 2 cas de COVID-19 chez des patients à faible risque sans antécédent de voyage par le biais de l’échantillonnage virologique étendu.	截至 2020 年 3 月 7 日，监测系统已经通过扩展病毒学采样在没有旅行史的低危患者中检测到 2 名 COVID-19 病例。
Toutes les bases militaires de Corée du Sud ont été mises en quarantaine après que trois soldats ont été testés positifs au virus.	有三名士兵的病毒检测结果确认呈阳性，此后韩国所有军事基地均进入隔离状态。
